% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=668542, Wed Feb 26 21:31:16 2025, <python>{}</python>
1 13 0.009354674789804028 1.0000480011520185 -280.0 -2.8000000000000000e+02 -26.0 -8.0 45.5   
2 26 0.00908432089812101 1.0722006904782095 -1000.0 -1.0000000000000000e+03 -109.0 -12.0 120.0   
